days,T,p_market,p_historical,gap,ratio,gamma,signal_z
29.000000000000004,0.07945205479452055,0.0,0.03209996887949968,-0.03209996887949968,0.0,-2.80766694142756,-1.6628370958181067
57.0,0.15616438356164383,0.06823703072544991,0.07244415429709916,-0.004207123571649249,0.9419259757744496,-2.8453867951395386,-0.23843426213964303
85.0,0.2328767123287671,0.09810706031999582,0.0996352484353424,-0.0015281881153465793,0.9846621738857982,-2.8823471408728047,-0.10162917061585895
176.0,0.4821917808219178,0.16806902416821173,0.1424235956910913,0.025645428477120424,1.1800644644075966,-2.644871703640996,1.2860448385576788
357.0,0.9780821917808219,0.24566307573130464,0.23116358469252965,0.014499491038774986,1.0627239409618117,-2.4416378811525514,0.7168556900159296
